targetname,datetime_str,datetime_jd,solar_presence,flags,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,V,surfbright,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,IB_elong,IB_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,H,G
927 Ratisbona (A920 DB),2023-Oct-02 00:00,2460219.5,,,107.81733,37.07057,105.92638,10.94947,26.87842,-3.91665,,,,,,,,,999,,14.352,6.719,100.0,3e-11,0.0,*,0.033568,,,,,98.29,0.0,,,104.6083,14.5305,3.117236414552,-1.5059633,3.11723641455164,-1.5059633,25.92526472,17.1245703,17.1245712,0.0,/*,0.0033,,,,,,0.00903,Aur,69.182353,104.608284,14.5305101,,,180.502321,19.647748,,8.325973,0.032,0.005,0.033,0.00212,-7.138,0.0002177,0.033,27.533,2.6e-06,0.0,0.01,0.000184,283.9791,,0.0033,104.6066,14.5306,9.41,0.15
928 Hildrun (A920 DC),2023-Oct-01 00:00,2460218.5,,,10.91815,-11.31688,4.88505,-7.87145,20.81199,-4.53655,,,,,,,,,999,,15.429,7.142,100.0,2e-11,0.0,*,0.024833,,,,,102.3,0.0,,,5.4783,-14.7095,3.487761803983,-1.4331629,3.48776180398294,-1.4331629,29.00683042,15.0355761,15.0355758,0.0,/*,0.0029,,,,,,-0.03585,Cet,69.182355,5.478337,-14.7095282,,,115.974682,-74.08364,,8.328331,0.017,0.004,0.018,0.00083,13.571,4.61e-05,0.018,11.7467,1.5e-06,0.0,0.02,7.8e-05,215.2603,,0.0029,5.4769,-14.7093,10.0,0.15
928 Hildrun (A920 DC),2023-Oct-02 00:00,2460219.5,,,11.0587,-11.28252,5.02516,-7.90167,20.82347,-4.5317,,,,,,,,,999,,15.428,7.142,100.0,2e-11,0.0,*,0.024839,,,,,102.28,0.0,,,5.623,-14.7337,3.486932627259,-1.4381897,3.48693262725875,-1.4381897,28.99993437,15.0396365,15.0396362,0.0,/*,0.0029,,,,,,-0.03587,Cet,69.182353,5.6230478,-14.7337412,,,116.487388,-74.064073,,8.325973,0.017,0.004,0.018,0.00083,13.601,4.62e-05,0.018,11.7691,1.5e-06,0.0,0.02,7.9e-05,215.4036,,0.0029,5.6216,-14.7335,10.0,0.15
929 Algunde (A920 ED),2023-Oct-01 00:00,2460218.5,,,131.92078,13.88767,129.93177,-9.75639,39.34818,-3.41938,,,,,,,,,999,,15.441,4.306,100.0,7e-12,0.0,*,0.006689,,,,,94.97,0.0,,,130.5445,-3.8479,2.358652886303,-1.903059,2.35865288630269,-1.903059,19.61631789,18.864327,18.8643276,0.0,/*,0.0036,,,,,,0.01371,Cnc,69.182355,130.5444691,-3.84793,,,213.026656,31.945685,,8.328331,0.015,0.004,0.015,0.00043,-15.881,2.04e-05,0.015,5.6983,1.6e-06,0.0,0.01,3.8e-05,236.239,,0.0036,130.5427,-3.8479,11.71,0.15
929 Algunde (A920 ED),2023-Oct-02 00:00,2460219.5,,,132.18132,13.81414,130.19809,-9.7791,39.38764,-3.39151,,,,,,,,,999,,15.439,4.305,100.0,7e-12,0.0,*,0.006692,,,,,94.92,0.0,,,130.8085,-3.8512,2.357552084101,-1.9088937,2.35755208410085,-1.9088937,19.6071628,18.8736448,18.8736455,0.0,/*,0.0036,,,,,,0.0137,Cnc,69.182353,130.8084783,-3.851247,,,213.225474,32.148166,,8.325973,0.015,0.004,0.015,0.00043,-15.945,2.05e-05,0.015,5.7182,1.6e-06,0.0,0.01,3.8e-05,236.5029,,0.0036,130.8067,-3.8512,11.71,0.15
930 Westphalia (A920 EE),2023-Oct-01 00:00,2460218.5,,,301.53829,-31.28295,297.75155,-5.9317,49.92109,14.75262,,,,,,,,,999,,14.584,6.13,100.0,3e-11,0.0,*,0.022999,,,,,73.54,0.0,,,297.0662,-10.7593,2.09358231738,-0.720902,2.0935823173802,-0.720902,17.4117932,21.9678136,21.967813,0.0,/*,0.0042,,,,,,0.0407,Sgr,69.182355,297.0662446,-10.7593008,,,10.31187,-28.709356,,8.328331,0.029,0.013,0.032,0.00093,24.022,9.26e-05,0.032,1.6993,3e-06,0.01,0.02,1.1e-05,344.8177,,0.0042,297.0641,-10.7597,11.37,0.15
930 Westphalia (A920 EE),2023-Oct-02 00:00,2460219.5,,,301.911,-31.14556,298.08616,-5.83323,49.93187,14.78831,,,,,,,,,999,,14.583,6.13,100.0,3e-11,0.0,*,0.023004,,,,,73.5,0.0,,,297.413,-10.6929,2.09317060928,-0.7047989,2.09317060928033,-0.7047989,17.40836912,21.9715983,21.9715977,0.0,/*,0.0042,,,,,,0.04076,Sgr,69.182353,297.4130019,-10.6929229,,,10.562725,-28.978054,,8.325973,0.029,0.013,0.032,0.00092,24.214,9.24e-05,0.032,1.6742,3e-06,0.01,0.02,1.1e-05,345.1646,,0.0042,297.4109,-10.6933,11.37,0.15
931 Whittemora (A920 FB),2023-Oct-01 00:00,2460218.5,,,254.95495,-15.94995,254.48338,6.6377,16.84055,-0.59557,,,,,,,,,999,,15.321,6.083,100.0,8e-12,0.0,*,0.016027,,,,,92.03,0.0,,,255.4445,6.7324,3.896867129054,-0.5918254,3.8968671290541,-0.5918254,32.40925566,13.2426611,13.2426604,0.0,/*,0.0025,,,,,,-0.02213,Oph,69.182355,255.4444715,6.7323585,,,5.039568,15.972503,,8.328331,0.015,0.004,0.015,0.00158,-15.092,7.61e-05,0.015,10.9504,1.4e-06,0.01,0.03,7.3e-05,188.461,,0.0025,255.4432,6.7326,9.41,0.15
931 Whittemora (A920 FB),2023-Oct-02 00:00,2460219.5,,,255.06767,-15.97956,254.59642,6.63372,16.84337,-0.59952,,,,,,,,,999,,15.32,6.083,100.0,8e-12,0.0,*,0.016029,,,,,92.04,0.0,,,255.5561,6.7141,3.896523071285,-0.5996145,3.89652307128538,-0.5996145,32.40639421,13.2441669,13.2441661,0.0,/*,0.0025,,,,,,-0.02213,Oph,69.182353,255.5561026,6.7141387,,,5.079156,15.866798,,8.325973,0.015,0.004,0.015,0.00158,-15.061,7.62e-05,0.015,10.9869,1.4e-06,0.01,0.03,7.3e-05,188.5731,,0.0025,255.5548,6.7143,9.41,0.15
932 Hooveria (A920 FC),2023-Oct-01 00:00,2460218.5,,,348.1794,-9.43547,345.33998,3.23605,40.79757,5.079238,,,,,,,,,999,,13.804,6.228,100.0,4e-11,0.0,*,0.034456,,,,,82.9,0.0,,,345.4498,-4.0156,2.360047727289,-1.7305016,2.36004772728905,-1.7305016,19.62791843,19.6240218,19.6240214,0.0,/*,0.0037,,,,,,0.0051,Aqr,69.182355,345.4497658,-4.0155657,,,65.472796,-60.75073,,8.328331,0.024,0.014,0.027,0.00274,29.458,0.000234,0.027,4.631,2.5e-06,0.0,0.02,3.1e-05,280.4084,,0.0037,345.4479,-4.0158,10.07,0.15
932 Hooveria (A920 FC),2023-Oct-02 00:00,2460219.5,,,348.41995,-9.29816,345.61253,3.26989,40.83353,5.07252,,,,,,,,,999,,13.802,6.227,100.0,4e-11,0.0,*,0.034471,,,,,82.92,0.0,,,345.7225,-3.9818,2.359048713763,-1.7289693,2.35904871376273,-1.7289693,19.61960989,19.6321446,19.6321441,0.0,/*,0.0037,,,,,,0.00514,Aqr,69.182353,345.7225485,-3.9818341,,,66.003349,-60.841141,,8.325973,0.024,0.014,0.027,0.00274,29.495,0.0002347,0.027,4.6181,2.5e-06,0.0,0.02,3.1e-05,280.6833,,0.0037,345.7207,-3.9821,10.07,0.15
933 Susi (1927 CH),2023-Oct-01 00:00,2460218.5,,,334.56763,-11.66166,332.01786,6.00863,29.35369,-1.91815,,,,,,,,,999,,17.205,7.129,100.0,8e-12,0.0,*,0.010895,,,,,93.74,0.0,,,332.202,-1.0403,2.76127598279,0.1180292,2.76127598279048,0.1180292,22.96483208,16.364654,16.3646533,0.0,/*,0.0031,,,,,,-0.00956,Aqr,69.182355,332.2019956,-1.0402618,,,48.633474,-50.920346,,8.328331,0.015,0.004,0.015,0.00136,15.71,6.52e-05,0.015,3.2905,1.5e-06,0.01,0.02,2.2e-05,177.9319,,0.0031,332.2004,-1.0401,12.79,0.15
933 Susi (1927 CH),2023-Oct-02 00:00,2460219.5,,,334.76044,-11.60882,332.21462,5.99581,29.35162,-1.9286,,,,,,,,,999,,17.205,7.129,100.0,8e-12,0.0,*,0.010895,,,,,93.76,0.0,,,332.3972,-1.0589,2.761340916089,0.1068292,2.76134091608867,0.1068292,22.96537212,16.3641946,16.3641939,0.0,/*,0.0031,,,,,,-0.00957,Aqr,69.182353,332.3972481,-1.0588625,,,48.852503,-51.059805,,8.325973,0.015,0.004,0.015,0.00136,15.749,6.52e-05,0.015,3.3116,1.5e-06,0.01,0.02,2.2e-05,178.1282,,0.0031,332.3957,-1.0587,12.79,0.15
934 Thuringia (A920 PA),2023-Oct-01 00:00,2460218.5,,,200.28513,-21.98273,208.23897,-17.84717,21.40741,-0.60266,,,,,,,,,999,,15.486,6.95,100.0,1e-11,0.0,*,0.022152,,,,,91.61,0.0,,,207.0355,-12.4483,3.343347235796,0.1414415,3.34334723579581,0.1414415,27.80577108,14.4256798,14.4256799,0.0,/*,0.0028,,,,,,0.03094,Vir,69.182355,207.0355199,-12.4482907,,,311.981659,40.366506,,8.328331,0.015,0.008,0.017,0.00112,-29.73,5.89e-05,0.017,5.1424,1.4e-06,0.0,0.01,3.4e-05,177.9593,,0.0028,207.0341,-12.4481,10.24,0.15
934 Thuringia (A920 PA),2023-Oct-02 00:00,2460219.5,,,200.41973,-22.0521,208.38891,-17.85113,21.40688,-0.58545,,,,,,,,,999,,15.486,6.95,100.0,1e-11,0.0,*,0.022151,,,,,91.57,0.0,,,207.1808,-12.4647,3.34342607301,0.131565,3.34342607301035,0.131565,27.80642675,14.4252486,14.4252487,0.0,/*,0.0028,,,,,,0.03096,Vir,69.182353,207.1807575,-12.4647373,,,312.129574,40.278954,,8.325973,0.015,0.008,0.017,0.00112,-29.677,5.88e-05,0.017,5.1577,1.4e-06,0.0,0.01,3.4e-05,178.1019,,0.0028,207.1794,-12.4646,10.24,0.15
935 Clivia (A920 RA),2023-Oct-01 00:00,2460218.5,,,68.51357,26.01509,71.16727,4.60424,58.74493,-7.0595,,,,,,,,,999,,15.685,3.74,100.0,7e-12,0.0,*,0.004607,,,,,96.85,0.0,,,70.7329,4.0016,1.918811339854,1.3009963,1.9188113398538,1.3009963,15.9582673,22.9094834,22.9094837,0.0,/*,0.0044,,,,,,0.01505,Tau,69.182355,70.7328541,4.0015739,,,172.979713,-14.551303,,8.328331,0.027,0.004,0.028,0.00086,8.746,7.52e-05,0.028,2.3321,2.8e-06,0.0,0.02,1.6e-05,26.0709,,0.0044,70.7307,4.0016,12.85,0.15
935 Clivia (A920 RA),2023-Oct-02 00:00,2460219.5,,,68.94739,26.07471,71.55999,4.55708,58.69471,-7.08607,,,,,,,,,999,,15.687,3.741,100.0,7e-12,0.0,*,0.004605,,,,,96.88,0.0,,,71.1281,4.0042,1.91956800473,1.3192674,1.91956800472978,1.3192674,15.96456029,22.9015097,22.90151,0.0,/*,0.0044,,,,,,0.01506,Tau,69.182353,71.1281032,4.0041946,,,173.194149,-14.216157,,8.325973,0.027,0.004,0.028,0.00087,8.556,7.55e-05,0.028,2.3288,2.8e-06,0.0,0.02,1.6e-05,26.4655,,0.0044,71.1259,4.0042,12.85,0.15
936 Kunigunde (A920 RB),2023-Oct-01 00:00,2460218.5,,,170.56312,6.53081,168.66299,-4.97485,20.32027,-0.10518,,,,,,,,,999,,16.11,6.966,100.0,1e-11,0.0,*,0.016736,,,,,90.3,0.0,,,168.7641,2.2669,3.561173968928,-1.6246794,3.56117396892845,-1.6246794,29.61738078,14.6691953,14.669196,0.0,/*,0.0028,,,,,,-0.0008,Leo,69.182355,168.7640594,2.2669467,,,253.078128,60.454692,,8.328331,0.015,0.007,0.016,0.00186,-24.013,9.44e-05,0.016,12.3699,1.4e-06,0.0,0.02,8.3e-05,212.9341,,0.0028,168.7627,2.267,10.59,0.15
936 Kunigunde (A920 RB),2023-Oct-02 00:00,2460219.5,,,170.6879,6.47611,168.79901,-4.97554,20.33104,-0.10105,,,,,,,,,999,,16.109,6.965,100.0,1e-11,0.0,*,0.016741,,,,,90.28,0.0,,,168.8997,2.2653,3.560233923628,-1.6305976,3.56023392362779,-1.6305976,29.60956266,14.6736911,14.6736917,0.0,/*,0.0028,,,,,,-0.00079,Leo,69.182353,168.8996627,2.2653409,,,253.337657,60.499489,,8.325973,0.015,0.007,0.016,0.00186,-24.026,9.45e-05,0.016,12.3931,1.4e-06,0.0,0.02,8.3e-05,213.0698,,0.0028,168.8983,2.2654,10.59,0.15
937 Bethgea (A920 RD),2023-Oct-01 00:00,2460218.5,,,301.60881,-17.11026,299.48659,8.1351,69.07327,8.807973,,,,,,,,,999,,14.389,3.879,100.0,2e-11,0.0,*,0.00892,,,,,82.73,0.0,,,300.109,3.0862,1.759597433504,-1.2160784,1.75959743350406,-1.2160784,14.63412562,24.7143977,24.7143972,0.0,/*,0.0047,,,,,,0.02064,Sgr,69.182355,300.1090411,3.0861854,,,25.269125,-24.051769,,8.328331,0.031,0.008,0.032,0.00106,14.044,0.0001072,0.032,5.1451,3.1e-06,0.01,0.05,3.4e-05,344.0681,,0.0047,300.1067,3.0861,11.93,0.15
937 Bethgea (A920 RD),2023-Oct-02 00:00,2460219.5,,,302.07983,-16.99669,299.95202,8.19358,69.13776,8.735155,,,,,,,,,999,,14.388,3.878,100.0,2e-11,0.0,*,0.008923,,,,,82.8,0.0,,,300.5738,3.1026,1.758905062848,-1.1815143,1.75890506284782,-1.1815143,14.62836734,24.722419,24.7224185,0.0,/*,0.0047,,,,,,0.02063,Cap,69.182353,300.5738322,3.1025727,,,25.574181,-24.423648,,8.325973,0.031,0.008,0.032,0.00106,14.182,0.0001072,0.032,5.0785,3.1e-06,0.01,0.05,3.4e-05,344.5324,,0.0047,300.5715,3.1025,11.93,0.15
938 Chlosinde (A920 RC),2023-Oct-01 00:00,2460218.5,,,124.50562,19.81181,121.87863,-5.10163,20.49476,-0.83922,,,,,,,,,999,,16.866,7.178,100.0,8e-12,0.0,*,0.013028,,,,,92.34,0.0,,,122.2056,0.1472,3.541741025919,2.2339047,3.54174102591915,2.2339047,29.45576192,14.8054618,14.8054627,0.0,/*,0.0028,,,,,,-0.00288,Cnc,69.182355,122.2055977,0.1472151,,,203.61905,27.607289,,8.328331,0.016,0.003,0.017,0.00149,-10.216,7.74e-05,0.017,3.8994,1.3e-06,0.0,0.01,2.6e-05,137.9644,,0.0028,122.2042,0.1472,11.37,0.15
938 Chlosinde (A920 RC),2023-Oct-02 00:00,2460219.5,,,124.64852,19.78718,122.01575,-5.10721,20.48005,-0.83425,,,,,,,,,999,,16.868,7.179,100.0,8e-12,0.0,*,0.013024,,,,,92.33,0.0,,,122.3421,0.1536,3.543029493025,2.2279772,3.54302949302541,2.2279772,29.46647777,14.7993183,14.7993192,0.0,/*,0.0028,,,,,,-0.00288,Cnc,69.182353,122.3421458,0.1535712,,,203.699434,27.723981,,8.325973,0.016,0.003,0.017,0.00149,-10.264,7.74e-05,0.017,3.8934,1.3e-06,0.0,0.01,2.6e-05,138.1009,,0.0028,122.3407,0.1535,11.37,0.15
939 Isberga (A920 TD),2023-Oct-01 00:00,2460218.5,,,191.85314,-7.12806,193.87268,-8.27911,34.47974,0.993249,,,,,,,,,999,,16.109,4.625,100.0,5e-12,0.0,*,0.005697,,,,,88.35,0.0,,,193.6791,-1.8782,2.514789647625,-2.3142433,2.51478964762533,-2.3142433,20.91486774,17.6286269,17.6286271,0.0,/*,0.0033,,,,,,0.01142,Vir,69.182355,193.6791247,-1.8781799,,,301.158393,55.729822,,8.328331,0.009,0.004,0.01,0.00078,-24.567,2.53e-05,0.01,4.93,1.2e-06,0.0,0.02,3.3e-05,220.5013,,0.0033,193.6775,-1.8781,12.1,0.15
939 Isberga (A920 TD),2023-Oct-02 00:00,2460219.5,,,192.06386,-7.22415,194.10509,-8.27242,34.51594,1.014463,,,,,,,,,999,,16.107,4.624,100.0,5e-12,0.0,*,0.0057,,,,,88.32,0.0,,,193.9092,-1.8853,2.51344991571,-2.3250925,2.51344991570953,-2.3250925,20.90372553,17.6392948,17.639295,0.0,/*,0.0033,,,,,,0.01143,Vir,69.182353,193.9092236,-1.885285,,,301.53335,55.638956,,8.325973,0.009,0.004,0.01,0.00078,-24.544,2.54e-05,0.01,4.9555,1.2e-06,0.0,0.02,3.3e-05,220.7314,,0.0033,193.9076,-1.8852,12.1,0.15
940 Kordula (A920 TE),2023-Oct-01 00:00,2460218.5,,,210.49855,-8.59878,211.18797,-1.49965,18.99021,0.020647,,,,,,,,,999,,15.207,7.282,100.0,2e-11,0.0,*,0.02934,,,,,89.94,0.0,,,211.3922,3.5795,3.752566807038,-1.8342425,3.75256680703799,-1.8342425,31.20914647,14.4734513,14.4734512,0.0,/*,0.0027,,,,,,-0.00799,Vir,69.182355,211.3921688,3.5794533,,,330.964183,50.392968,,8.328331,0.015,0.007,0.017,0.00153,-24.909,8.11e-05,0.017,13.9334,1.5e-06,0.01,0.02,9.3e-05,221.004,,0.0027,211.3908,3.5796,9.46,0.15
940 Kordula (A920 TE),2023-Oct-02 00:00,2460219.5,,,210.61445,-8.65268,211.31465,-1.49951,19.00095,0.021757,,,,,,,,,999,,15.206,7.281,100.0,2e-11,0.0,*,0.029348,,,,,89.93,0.0,,,211.5185,3.5682,3.751506096162,-1.8388842,3.75150609616152,-1.8388842,31.20032481,14.4780681,14.4780681,0.0,/*,0.0027,,,,,,-0.00798,Vir,69.182353,211.5185473,3.5681516,,,331.091005,50.295567,,8.325973,0.015,0.007,0.017,0.00153,-24.89,8.14e-05,0.017,13.9641,1.5e-06,0.01,0.02,9.3e-05,221.1304,,0.0027,211.5172,3.5683,9.46,0.15
941 Murray (A920 TF),2023-Oct-01 00:00,2460218.5,,,108.65562,27.76361,106.79081,1.65531,36.1101,-1.49062,,,,,,,,,999,,15.652,5.326,100.0,1e-11,0.0,*,0.00971,,,,,92.36,0.0,,,106.5176,5.3878,2.586692861947,3.5222499,2.58669286194671,3.5222499,21.51286854,19.1604632,19.1604639,0.0,/*,0.0036,,,,,,-0.00879,Gem,69.182355,106.5175967,5.387768,,,189.924054,16.97417,,8.328331,0.028,0.002,0.028,0.00168,-3.412,0.0001487,0.028,5.5432,2.3e-06,0.0,0.02,3.7e-05,79.9484,,0.0036,106.5158,5.3876,11.52,0.15
941 Murray (A920 TF),2023-Oct-02 00:00,2460219.5,,,108.92715,27.74875,107.03145,1.64536,36.05317,-1.49264,,,,,,,,,999,,15.655,5.328,100.0,1e-11,0.0,*,0.009703,,,,,92.37,0.0,,,106.7589,5.404,2.588727855819,3.5248297,2.58872785581933,3.5248297,21.52979307,19.1463861,19.1463868,0.0,/*,0.0036,,,,,,-0.00876,Gem,69.182353,106.758868,5.4039544,,,190.033306,17.191087,,8.325973,0.028,0.002,0.028,0.00169,-3.538,0.0001487,0.028,5.5631,2.3e-06,0.0,0.02,3.7e-05,80.1891,,0.0036,106.7571,5.4038,11.52,0.15
942 Romilda (A920 TG),2023-Oct-01 00:00,2460218.5,,,164.00586,18.21478,158.24528,3.33526,22.15967,-0.16043,,,,,,,,,999,,16.405,6.997,100.0,1e-11,0.0,*,0.014822,,,,,90.41,0.0,,,158.2406,10.5256,3.420697510284,2.2353425,3.42069751028401,2.2353425,28.44907369,15.4344206,15.4344215,0.0,/*,0.0029,,,,,,-0.01856,Leo,69.182355,158.2406186,10.5256384,,,225.378073,62.003062,,8.328331,0.017,0.007,0.019,0.00114,-22.725,6.79e-05,0.019,2.731,1.6e-06,0.0,0.01,1.8e-05,127.4175,,0.0029,158.2391,10.5256,11.06,0.15
942 Romilda (A920 TG),2023-Oct-02 00:00,2460219.5,,,164.1496,18.15856,158.3932,3.33418,22.14297,-0.16364,,,,,,,,,999,,16.407,6.998,100.0,1e-11,0.0,*,0.014816,,,,,90.42,0.0,,,158.3908,10.527,3.42198724606,2.2309323,3.42198724606047,2.2309323,28.4598001,15.4281018,15.4281027,0.0,/*,0.0029,,,,,,-0.01853,Leo,69.182353,158.3908185,10.5269794,,,225.605745,62.105165,,8.325973,0.017,0.007,0.019,0.00114,-22.771,6.79e-05,0.019,2.7298,1.6e-06,0.0,0.01,1.8e-05,127.5647,,0.0029,158.3893,10.527,11.06,0.15
943 Begonia (A920 UA),2023-Oct-01 00:00,2460218.5,,,291.94149,-21.17982,289.99224,4.8288,17.80034,-1.90441,,,,,,,,,999,,15.561,7.356,100.0,1e-11,0.0,*,0.025788,,,,,96.11,0.0,,,290.3923,0.7196,3.773291373096,0.4697539,3.7732913730965,0.4697539,31.38150743,13.6168459,13.6168449,0.0,/*,0.0026,,,,,,-0.02411,Sgr,69.182355,290.3923442,0.7195698,,,17.48478,-17.201837,,8.328331,0.015,0.002,0.015,0.00172,-2.633,8.03e-05,0.015,6.753,1.3e-06,0.01,0.02,4.5e-05,172.7009,,0.0026,290.3911,0.7198,9.79,0.15
943 Begonia (A920 UA),2023-Oct-02 00:00,2460219.5,,,292.06924,-21.18715,290.11132,4.8161,17.79745,-1.90725,,,,,,,,,999,,15.561,7.356,100.0,1e-11,0.0,*,0.025786,,,,,96.12,0.0,,,290.509,0.6946,3.773560471934,0.4621135,3.77356047193353,0.4621135,31.38374546,13.6156003,13.6155993,0.0,/*,0.0026,,,,,,-0.02411,Sgr,69.182353,290.5090432,0.6945731,,,17.526578,-17.314301,,8.325973,0.015,0.002,0.015,0.00173,-2.586,8.04e-05,0.015,6.7826,1.3e-06,0.01,0.02,4.5e-05,172.8203,,0.0026,290.5078,0.6948,9.79,0.15
944 Hidalgo (A920 UB),2023-Oct-01 00:00,2460218.5,,,223.91848,-45.04751,238.73494,-29.3603,2.948342,-1.46728,,,,,,,,,999,,20.082,8.651,100.0,6e-13,0.0,*,0.005838,,,,,116.46,0.0,,,235.159,-27.0236,8.974594867468,2.7163625,8.97459486746825,2.7163625,74.63942953,6.5447601,6.5447597,0.0,/*,0.0011,,,,,,-0.00323,Lup,69.182355,235.1589958,-27.0236461,,,324.852252,12.471381,,8.328331,0.009,0.011,0.011,0.00833,-64.594,0.0002989,0.014,27.6065,5e-07,0.0,0.01,0.000184,165.6868,,0.0011,235.1585,-27.0233,10.55,0.15
944 Hidalgo (A920 UB),2023-Oct-02 00:00,2460219.5,,,223.93717,-45.06504,238.75749,-29.37008,2.94759,-1.4662,,,,,,,,,999,,20.083,8.652,100.0,6e-13,0.0,*,0.005837,,,,,116.45,0.0,,,235.1794,-27.036,8.976162510715,2.7123002,8.97616251071526,2.7123002,74.65246722,6.5421176,6.5421172,0.0,/*,0.0011,,,,,,-0.00319,Lup,69.182353,235.1793666,-27.0359985,,,324.855744,12.449697,,8.325973,0.009,0.011,0.011,0.00833,-64.589,0.0002987,0.014,27.6002,5e-07,0.0,0.01,0.000184,165.7087,,0.0011,235.1788,-27.0357,10.55,0.15
945 Barcelona (A921 CB),2023-Oct-01 00:00,2460218.5,,,125.5424,30.82026,121.23137,5.92752,38.95461,-28.597,,,,,,,,,999,,13.488,4.239,100.0,2e-11,0.0,*,0.01595,,,,,126.28,0.0,,,120.5765,11.076,2.214477428408,-0.1713695,2.2144774284075,-0.1713695,18.41724717,21.5600463,21.5600468,0.0,/*,0.0041,,,,,,0.10605,Cnc,69.182355,120.5764765,11.0760455,,,191.880458,31.894758,,8.328331,0.029,0.029,0.041,0.00165,-44.931,0.0002148,0.041,3.5305,3.5e-06,0.01,0.04,2.4e-05,356.7065,,0.0041,120.5747,11.0771,10.03,0.15
945 Barcelona (A921 CB),2023-Oct-02 00:00,2460219.5,,,125.80823,30.59319,121.49238,5.7368,38.94469,-28.6175,,,,,,,,,999,,13.487,4.239,100.0,2e-11,0.0,*,0.015951,,,,,126.31,0.0,,,120.8574,10.9094,2.214383287699,-0.1546303,2.2143832876986,-0.1546303,18.41646423,21.5608419,21.5608424,0.0,/*,0.0041,,,,,,0.1061,Cnc,69.182353,120.857372,10.9094176,,,192.20789,32.058018,,8.325973,0.029,0.029,0.041,0.00166,-45.067,0.0002155,0.041,3.4696,3.5e-06,0.01,0.04,2.3e-05,357.0285,,0.0041,120.8556,10.9105,10.03,0.15
946 Poesia (A921 CD),2023-Oct-01 00:00,2460218.5,,,343.7326,-8.47214,341.63632,5.80368,23.32128,0.227868,,,,,,,,,999,,15.866,6.484,100.0,1e-11,0.0,*,0.015003,,,,,89.44,0.0,,,341.7658,-1.4303,3.327759577046,-1.9946932,3.32775957704629,-1.9946932,27.67613247,15.7626215,15.7626208,0.0,/*,0.003,,,,,,0.00063,Aqr,69.182355,341.7657629,-1.4303421,,,61.565705,-56.734659,,8.328331,0.016,0.007,0.017,0.00081,22.367,4.33e-05,0.017,11.9697,1.5e-06,0.0,0.02,8e-05,234.6758,,0.003,341.7643,-1.4303,10.64,0.15
946 Poesia (A921 CD),2023-Oct-02 00:00,2460219.5,,,343.87785,-8.41257,341.79265,5.80518,23.33753,0.221587,,,,,,,,,999,,15.864,6.483,100.0,1e-11,0.0,*,0.015008,,,,,89.46,0.0,,,341.9213,-1.4302,3.326606426659,-1.9985385,3.32660642665935,-1.9985385,27.66654201,15.7684937,15.768493,0.0,/*,0.003,,,,,,0.00064,Aqr,69.182353,341.9213489,-1.4301938,,,61.81263,-56.811371,,8.325973,0.016,0.007,0.017,0.00081,22.389,4.34e-05,0.017,11.9897,1.5e-06,0.0,0.02,8e-05,234.8319,,0.003,341.9199,-1.4302,10.64,0.15
947 Monterosa (A921 CC),2023-Oct-01 00:00,2460218.5,,,264.98495,-27.43009,265.85839,-2.80906,26.87584,0.858753,,,,,,,,,999,,14.816,4.965,100.0,9e-12,0.0,*,0.012086,,,,,88.17,0.0,,,265.5387,-4.0684,2.972901506693,-3.8965785,2.97290150669287,-3.8965785,24.7248679,16.569724,16.5697232,0.0,/*,0.0031,,,,,,-0.00662,Oph,69.182355,265.538718,-4.0684276,,,0.622607,1.856699,,8.328331,0.02,0.003,0.021,0.00203,-7.097,0.0001317,0.021,14.1914,1.7e-06,0.0,0.01,9.5e-05,238.1191,,0.0031,265.5372,-4.0683,10.08,0.15
947 Monterosa (A921 CC),2023-Oct-02 00:00,2460219.5,,,265.18547,-27.45281,266.03791,-2.80332,26.91646,0.864184,,,,,,,,,999,,14.813,4.963,100.0,9e-12,0.0,*,0.012095,,,,,88.16,0.0,,,265.7178,-4.0851,2.970648829897,-3.9041412,2.97064882989653,-3.9041412,24.70613295,16.583361,16.5833602,0.0,/*,0.0031,,,,,,-0.00661,Oph,69.182353,265.7178007,-4.0850554,,,0.697719,1.693761,,8.325973,0.02,0.003,0.021,0.00203,-7.006,0.0001319,0.021,14.2042,1.7e-06,0.0,0.01,9.5e-05,238.2981,,0.0031,265.7163,-4.0849,10.08,0.15
